doc_id,text,date,year,title,url
rodong_sinmun_en_0077,"There took place a meeting, book and photo exhibition and film show in the State of Queretaro of Mexico and a seminar in Mexico City on May 31 and June 1 to mark the 54th anniversary of leader Kim Jong Il's start of work at the Central Committee of the Workers' Party of Korea. Korean film ""Grand Celebration of the 70th Founding Anniversary of Workers' Party of Korea in Presence of Respected Comrade Kim Jong Un"" was shown at the film show. The secretary of the Queretaro State Committee of the People's Socialist Party of Mexico praised Kim Jong Il for turning the WPK into an ever-victorious and steel-strong party and the DPRK into an invincible politico-ideological power. The chairperson of the Mexican Committee for the Study of Kimilsungism-Kimjongilism and other speakers praised Kim Jong Il for turning the WPK into a powerful guiding force to accomplish the revolutionary cause of Juche, firmly protecting the country's sovereignty and dignity under the unfurled banner of Songun and performing immortal feats for national reunification. Rodong News Team",2018-06-12,2018,Kim Jong Il's Exploits Praised by Mexican Figures,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-12-0003
rodong_sinmun_en_0078,"31 years have passed since the June Popular Resistance in which the south Korean people waged a massive struggle for putting an end to a military fascist dictatorial rule and realising democracy of the society. The June Popular Resistance was an eruption of the pent-up resentment and grudge of the south Korean people against the ruthless military dictatorial rule. And it was a just all-people resistance which demonstrated a firm will of the south Korean people to terminate the military fascist dictatorial rule and bring about an independent and democratic new politics and new life. Although decades have passed since the resistance in south Korea, the conservatives, descendants of Chun Doo Hwan and Roh Tae Woo military fascist cliques, still go against the aspiration of the people for a democratic new politics and new life. Still worse, the group of the ""Liberal Korea Party"" is viciously slandering the efforts of the DPRK for improving the inter-Korean relations and the historic Panmunjom Declaration, making desperate efforts to block national reconciliation, unity and the stream of peace on the Korean Peninsula and bring a mad wind for confrontation. It goes without saying that the reckless moves of the conservative group including the ""Liberal Korea Party"" are aimed at reviving the fascist dark era and inter-Korean confrontation era to escape their miserable fate and seize power again. If the treacherous group gain power in south Korea, the aspirations and desire of the people for independence, democracy and reunification can never come true. It is quite natural that the south Korean people have waged the dynamical struggle for liquidation of the evils, bitterly condemning the conservative group for having stifled democracy and engaged itself in the fascist rule. Ra Sol Ha",2018-06-12,2018,Just Struggle for Putting End to Military Dictatorial Rule,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-12-0007
rodong_sinmun_en_0079,"The National Committee for the Study of the Juche Idea of DR Congo on June 1 posted on its website the full text of the respected Supreme Leader Kim Jong Un's work ""The Cause of the Great Party of Comrades Kim Il Sung and Kim Jong Il Is Ever-Victorious"" on the occasion of the 54th anniversary of leader Kim Jong Il's start of work at the Central Committee of the Workers' Party of Korea. The work, published on October 4, Juche 104 (2015), clarifies that the seven decades-long history of the Workers' Party of Korea is the one of victory which demonstrated the validity and invincibility of the cause of the party of President Kim Il Sung and leader Kim Jong Il. It also stresses that the cause of the party of Kim Il Sung and Kim Jong Il is invincible. Rodong News Team",2018-06-14,2018,Kim Jong Un's Work Introduced in DR Congo,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-14-0005
rodong_sinmun_en_0080,"The imperialists and their reptile media vociferate about the ""advantage"" of capitalism, claiming that socialism is an ""inhumane society"". The imperialists and bourgeois defenders are talking about ""freedom"" and ""equality,"" but they can't justify the unpopular capitalist society with any deceptive propaganda. Genuine freedom and rights of the popular masses are unthinkable in capitalist society. Capitalism is not a ""free"" society advocated by the imperialists, but an unequal and dictatorial one. Reality vividly proves that capitalism is an unpopular society where the freedom and rights of the popular masses are ruthlessly violated. It is the capitalist society where the rich get richer and the poor poorer. Socialism is a society where the independence of the popular masses can be defended and realized. Socialism is the ideal society of humankind whose advantage and truth have been proved in severe ordeals of history. It has the eternal viability for its scientific accuracy and truth. Through their real living the Korean people came to have the faith that only socialism can provide them with genuine freedom, equality and a happy and worthwhile life and to advance to socialism is the only way of realizing the ideal of the popular masses for independence. Today there is no ideal society which can take the place of socialism in the world. The desire of humankind can come true only in socialist society. Ri Hyon Do",2018-06-19,2018,Desire of Mankind Can Come True Only in Socialist Society,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-19-0001
rodong_sinmun_en_0081,"""Liberal Korea Party"" and other south Korean conservatives are a group of traitors without an equal in the world as they are going reckless in the confrontation with the fellow countrymen in the north, persistently opposing the reconciliation and unity of the nation. Through the elections to the local self-governing bodies, the south Korean conservative group fully revealed their despicable true colors that they can not live even a moment without the confrontational hysteria, hurling mud at the fellow countrymen in the north. Those, quite indifferent to the improvement of the relations with the north and the peace on the Korean Peninsula, ran amuck like rabid dogs, calculating that the prospect of the elections would be gloomier due to the DPRK-U.S. summit. The ""Liberal Korea Party"" coterie invited bitter ire from the people as they made reckless efforts to scuttle the phase of DPRK-U.S. dialogue at any cost and prolong their remaining days. The ""Parunmirae Party"" coterie also left no stone unturned to achieve its political ambition by putting a brake on the process for improving the ties with the north and by stirring up the confrontation at the elections to the local self-governing bodies. The reality clearly proves that the ""Liberal Korea Party"" and other conservative political parties of south Korea are like insects as they are only harmful to the inter-Korean ties and the Korean nation. Every sin brings its punishment with it. The garbage of the times is bound to go to the dumping ground of history. Sim Chol Yong",2018-06-22,2018,Anti-Reunification Traitorous Parties Should Be Totally Buried,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-22-0006
rodong_sinmun_en_0082,"A delegation of the DPRK Olympic Committee led by Chairman Kim Il Guk, who is minister of Physical Culture and Sports, returned home on Tuesday after attending an event marking the Day of Olympiad held in Switzerland. Rodong News Team",2018-06-28,2018,DPRK Olympic Committee Delegation Returns Home,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-28-0008
rodong_sinmun_en_0083,"According to the south Korean MBC on Wednesday, personages who had been in prison after being involved in a case of rebuilding the Revolutionary Party for Reunification were given a judgment of acquittal. The case was fabricated by traitor Park Chung-Hee to prolong his ""yusin"" dictatorial regime. In September 1979 a lot of people were sentenced to life imprisonment after being branded as those involved in the ""case to rebuild the party on the directives of the north"". The Seoul High Court issued a judgment of acquittal for five persons, contending that the confessions an investigation body forced on them after having illegally detained them can not be considered as testimonies. Rodong News Team",2018-06-29,2018,Victims of RPR Rebuilding Case Found Innocent in S. Korea,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-29-0002
rodong_sinmun_en_0084,"Political parties and organizations of Bangladesh made public a joint statement on June 21 to hail the first successful DPRK-U.S. summit. They were the Workers' Party, National Socialist Party, Jatiya Party, Communist Party, Communist Party (Marxist-Leninist), People's League, Socialist Party, Bangladesh-Korea Friendship and Solidarity Committee, Institute of the Juche Idea, Group for the Study of the Songun Policy and the Media Persons' Group for the Study of the Juche Idea. The joint statement said: The recent summit meeting and talks are a historic event of weighty significance in bringing about a radical turn in the DPRK-U.S. ties as required by the developing era. We pay high tribute to HE Kim Jong Un, Supreme Leader of the Korean people, who made a great and courageous decision for peace and security of the Korean Peninsula and the world. We also extend invariable support and solidarity to the Workers' Party of Korea and the DPRK government striving for peace and security of the peninsula. Rodong News Team",2018-06-29,2018,DPRK-U.S. Summit Hailed in Bangladesh,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-29-0006
rodong_sinmun_en_0085,"Events took place in various countries to mark the 54th anniversary of leader Kim Jong Il's start of work at the Central Committee of the Workers' Party of Korea. They included seminar, Kimjongilia exhibition, book and photo exhibition, lecture and film shows in Mongolia, Nepal, Hungary and South Africa from June 16 to 21. The participants in the film shows watched Korean films such as ""Kimjongilia"". The chairman of the Kimjongilia Association of Mongolia said that he was pleased to hold the Kimjongilia exhibition on the occasion of the 54th anniversary of Kim Jong Il's start of work at the Party Central Committee. He went on: HE Kim Jong Un is developing the WPK into the party of Comrades Kim Il Sung and Kim Jong Il. The Korean people, single-mindedly united around him, are registering big successes in socialist construction. The director of the International Department of the Nepal Worker-Peasant Party noted that Kim Jong Il regarded it as the primary task of the party work to develop the WPK into the party of the leader. He said that Kim Jong Il also built up the Korean People's Army into the army of the leader and party and bolstered up the military muscle of the country with his energetic Songun revolutionary leadership and thus creditably defended Korean socialism. The chairman of the Hungarian Workers' Party praised Kim Jong Il as the peerlessly elder statesman and eternal head of the WPK. His work ""Socialism Is a Science"" is an immortal book that proved the scientific accuracy and truth of socialism and inevitability of its victory, and it clearly shows the correct road for socialist construction, the chairman said. Rodong News Team",2018-06-29,2018,"Anniversary of Kim Jong Il's Start of Work at C.C., WPK Observed",http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-06-29-0009
rodong_sinmun_en_0086,"Korean book, photo and fine art exhibitions took place in Vratsa City of Bulgaria and Derinia City of Cyprus to mark the 54th anniversary of leader Kim Jong Il's start of work at the Central Committee of the Workers' Party of Korea. The venues of the exhibitions were visited by personages of various circles and masses in relevant countries. The curator of the DPRK Cultural and Information Center in Vratsa City said: The Korean people have made miraculous progress in socialist construction under the wise guidance of the great leaders. In recent years, in particular, the DPRK has registered big successes in bolstering up its military muscle and pushing ahead with the economic construction and improving the people's standard of living. I am convinced that the exhibition will help the Bulgarian people know better about the Korean people's struggle for the country's prosperity and make a positive contribution to the mutual understanding between the two peoples and development of their friendly relations. Rodong News Team",2018-07-02,2018,DPRK Exhibitions Held in Bulgaria and Cyprus,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-02-0008
rodong_sinmun_en_0087,"The 33rd regular general meeting of the Korean Federation of Workers in Commerce in Japan took place in Tokyo on June 23. Attending it were Nam Sung U, vice-chairman of the Central Standing Committee of the General Association of Korean Residents in Japan (Chongryon), Ri Song Chol, director of the Economic Department of Chongryon, and officials of the federation and other deputies. The meeting reviewed the federation's work of last two years and discussed and decided on the orientation of its work and main tasks to be carried out for the coming two years for the implementation of the decision of the 24th Chongryon Congress in hearty response to the tasks advanced in the congratulatory message of the respected Supreme Leader Kim Jong Un. The congratulatory message sent by him to the 24th Chongryon Congress was read out at the meeting. Pak Chung U, chairman of the federation, delivered an opening address and then Ri Jong Man, managing director of its Standing Council, made a report. The reporter said that the last two years were a historic period during which the DPRK rose to the position of a strategic state recognized by the world and days during which the federation braved the unprecedented ordeals together with Chongryon. He stressed the importance to develop the federation into a powerful body that takes deep roots among Korean workers in commerce by decisively enhancing its capability of assistance to compatriot businessmen and intensifying information work in the future, too, and thus building up the federation into a powerful one deeply rooted among the workers in commerce and paying greater efforts to national education. Introduced at the meeting was a congratulatory message from the DPRK Ministry of External Economic Relations. There was an awarding ceremony for the participants in the prize-winning movement of the federation. Deputy Pak Chung U was reelected chairman of the federation and Deputy O Min Hak elected managing director of its Standing Council. Nam Sung U made a speech. He called for achieving the comprehensive redevelopment of the movement of Koreans in Japan in a fresh way for the happiness of compatriots and the future of the rising generation. Rodong News Team",2018-07-02,2018,Korean Federation of Workers in Commerce in Japan Meets,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-02-0006
rodong_sinmun_en_0088,"Still continuous are disputes among countries, political forces and tribal and religious sects in different parts of the world. To put an end to the disputes is an important matter in ensuring peace and security. Disputes threatening world peace and security occur as the imperialists and some other forces still seek domination and hegemony. To be loose in vigilance over the cunning moves of the imperialists leads to serious consequences. For conflict-torn countries to achieve peace as early as possible is important to find out agreed points to meet mutual interests through dialogue. If one side imposes its requirements upon the other side for the egoistic purpose, it is impossible to find out a key to the solutions forever. One should not inveigle outside forces into the settlement of disputes. The parties concerned should be responsible for the disputes and settle them through negotiations on the principle of unity free from outsiders' interference. Every country should refrain from supporting or opposing one side in disputes of other countries. One-sided support will result in further aggravating disputes and confrontation. All the countries should positively help the parties concerned peacefully settle disputes in mutual interests out of fair stand. It is harmful to accept the prescription of the imperialists in settling disputes. Their prescription is aimed to paint themselves as ""peace champion"" and fish in troubled waters. Ri Hak Nam",2018-07-03,2018,Settling Disputes Is Key to Ensuring Global Peace,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-03-0008
rodong_sinmun_en_0089,"The National Socialist Party of Romania released a statement in support of the DPRK-U.S. summit in Singapore and the joint statement. The statement welcomed the joint statement adopted between Chairman Kim Jong Un and President Trump, saying that the first historic DPRK-U.S. summit and talks were the most important political event in the 21st century, which made a great stride to achieving peace on the Korean peninsula. The statement also noted that the august name of Kim Jong Un executing an independent foreign policy will be recorded in the world history. Rodong News Team",2018-07-03,2018,Romanian Political Party Backs Singapore DPRK-U.S. Summit and Joint Statement,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-03-0009
rodong_sinmun_en_0090,"A Guinean committee for remembering President Kim Il Sung was formed in Conakry on June 30. Riyad Chaloub, chairman of the Guinean National Committee for the Study of Kimilsungism-Kimjongilism, was elected chairman of the remembrance committee. The committee decided to hold political and cultural events including a lecture and a reading session on the occasion of the 24th anniversary of demise of Kim Il Sung. Rodong News Team",2018-07-07,2018,Kim Il Sung to Be Remembered in Guinea,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-07-0001
rodong_sinmun_en_0091,A delegation of the United States of America led by State Secretary Mike Pompeo arrived in Pyongyang Friday. The delegation is to take part in the first DPRK-U.S. high-level talks for implementing the joint statement adopted and made public at the DPRK-U.S. summit meeting and talks. Rodong News Team,2018-07-09,2018,U.S. Delegation for DPRK-U.S. High-level Talks Here,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-09-0002
rodong_sinmun_en_0092,"Kim Yong Nam, member of the Presidium of the Political Bureau of the Central Committee of the Workers' Party of Korea and president of the Presidium of the Supreme People's Assembly of the DPRK, met and had a talk with Mark Andrew Lowcock, under-secretary general for the UN Humanitarian Affairs, and his party who paid a courtesy call on him at the Mansudae Assembly Hall on Wednesday. Rodong News Team",2018-07-12,2018,Kim Yong Nam Meets Under-Secretary General for UN Humanitarian Affairs,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-12-0004
rodong_sinmun_en_0093,"The world people's admiration and desire for the genuine socialism of Juche Korea are increasing day by day in their minds when seeing the country shining as socialism centered on the popular masses. This proves once again that Korean-style socialism is incomparably superior to capitalism and emerges victorious. In the past, advocates of capitalist advantages described capitalist society as the one in which ""equality for all"" and ""welfare for all"" could be realized. But they have now admitted the failure of capitalist countries' policy of ""equality for all"" and ""welfare for all"". Socialist society reflects the ideal and aspiration of mankind. The foundation of Korean-style socialism is the popular masses. It is the Workers' Party of Korea's viewpoint and philosophy of the people to push ahead with the revolution in reliance on the inexhaustible strength of the popular masses and devotedly serve them, viewing them as those responsible for the revolution. The scientific accuracy and truth of Korean-style socialism and its victory have been clearly proved in the vortex of history. Although our army and people have been hard pressed for everything, they have undauntedly and steadily advanced Korean-style socialism in the spirit of self-reliance and fortitude. Today the DPRK emerges a powerful country which no hostile country can dare to provoke, demonstrating its dignity all over the world. Korean-style socialism is a science, so is its victory. As long as there are the great Party, the great ideology and the great people, Korean-style socialism is invincible. Kang Chol",2018-07-13,2018,Korean-style Socialism Is Science,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-13-0007
rodong_sinmun_en_0094,"Foreign media carried special write-ups and articles between June 24 and 29 to mark the 2nd anniversary of the respected Supreme Leader Kim Jong Un's election as chairman of the State Affairs Commission of the Democratic People's Republic of Korea. They carried his photos. The Russian website DPRK Today posted the following article titled ""Bright smile of Supreme Leader Kim Jong Un"": The image of Supreme Leader Kim Jong Un who brightly smiles, always finding himself among the people, has been often carried in Russian media. Lots of people in the world are fascinated by the images of Supreme Leader Kim Jong Un warmly encouraging servicepersons and civilians, patting children on the cheeks and having photo sessions with ordinary people. It is Supreme Leader Kim Jong Un who gives top priority to the convenience of the people. The Korean people will always register victories as they are guided by him. Russia's online magazine Lemchich introduced data telling about the loving care of Kim Jong Un for the younger generation and the newspaper Komsomolskaya Pravda praised him for steering the situation of the Korean Peninsula. The Egyptian newspaper Al Akhbar Almassay carried an article titled ""Political philosophy of Supreme Leader Kim Jong Un"" and the Brazilian Center for the Study of Songun Politics posted on its website an article titled ""Election of Leader Kim Jong Un as chairman of the State Affairs Commission of the DPRK"". Rodong News Team",2018-07-14,2018,Kim Jong Un's Exploits Praised by Foreign Media,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-14-0003
rodong_sinmun_en_0095,"MBC of south Korea on Tuesday disclosed the fact that a detachment of the ""Army Metropolitan Garrison Command"" obtained information on civic and public organizations to report it to the Defense Security Command (DSC). It was reported that the detachment stationed at the Seoul Metropolitan Police Agency got information from the police agency to convey it to the DSC during the Park Geun Hye regime. Rodong News Team",2018-07-16,2018,Case of Military Surveillance on Civilians Disclosed in S. Korea,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-16-0001
rodong_sinmun_en_0096,"According to the south Korean MBC on July 13, it was disclosed that the Army Metropolitan Garrison Command illegally monitored the candlelight demonstrators urging the impeachment of traitor Park Geun Hye. The fact was verified and disclosed by journalists of MBC through a document ""Chongwadae's scenario for coping with the demonstration"" worked out by the command. Contained in the document was the fact that if candlelight demonstrators attempt to enter the proximity to Chongwadae, the military would suppress them. Rodong News Team",2018-07-18,2018,Fact about Military's Illegal Watch on Civilians Disclosed in S. Korea,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-18-0007
rodong_sinmun_en_0097,"The Tarzalt Publishing House in El-Djezair, Algeria brought out in booklet President Kim Il Sung's work ""Let Us Achieve the Great Unity of Our Nation"" on the occasion of the 24th anniversary of his demise. The work, published on August 1, Juche 80 (1991), says that the Korean nation is the driving force for reunification of the country, indicating the tasks and ways for achieving the great unity of the entire nation. A book-releasing ceremony took place on July 8. Rodong News Team",2018-07-18,2018,Kim Il Sung's Work Introduced in Algeria,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-18-0008
rodong_sinmun_en_0098,"Premier Pak Pong Ju, member of the Presidium of the Political Bureau of the Central Committee of the Workers' Party of Korea and vice-chairman of the State Affairs Commission of the DPRK, inspected various units in North Phyongan Province. Going round the Sinuiju Cosmetics Factory, the Sinuiju Textile Mill, the Sinuiju Chemical Fibre Mill and various places in Sindo County, he underscored the need for those units to regard it as their primary task and lifeline to glorify the leadership exploits of the Party and concentrate efforts on doing so. Discussed at field consultative meetings were the issues of perfecting the modernization of production processes with recourse to advanced science and technology, turning factories into manpower-saving, technology-intensive ones and thoroughly establishing cultured ways of production and life, and the practical issues arising in increasing the reed production and further consolidating the material and technical foundation of Sindo County. Inspecting the Rakwon Machine Complex, the December 5 Youth Mine, the Sinuiju Dockyard, the Sinuiju Footwear Factory, the Sinuiju Spinning Machine Plant and other units, he urged them to conduct the guidance over production and management in a scientific and rational way, and mentioned measures for successfully attaining the goals of the five-year strategy for national economic development. Rodong News Team",2018-07-20,2018,DPRK Premier Inspects Various Units in North Phyongan Province,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-20-0002
rodong_sinmun_en_0099,"A delegation of Korean youth and students in Japan led by Choe In A, department director of the Central Standing Committee of the Korean Youth League in Japan, on Friday met Hong Myong Gi, an indomitable pro-reunification patriotic fighter who was an unconverted long-term prisoner. Hong Myong Gi said that he could remain true to the revolutionary principle despite the untold sufferings in jail for decades as he kept in mind as his firm faith the truth that soldier's worthwhile life is guaranteed when following the Party and the leader. Under the warm loving care of the respected Supreme Leader Kim Jong Un who has the same noble revolutionary obligation and comradeship as those of the great leaders, the former unconverted long-term prisoners are enjoying an honorable life, he added. Choe In A said that they were greatly encouraged by the fighting spirit of the pro-reunification patriotic fighters who undauntedly fought to keep the oath they made before the leader and the country, adding that the new generations of the General Association of Korean Residents in Japan would invariably keep to the road of Juche and patriotism with the unshakable faith that they are sure to win as they are guided by Kim Jong Un. There was an art performance at the meeting. Rodong News Team",2018-07-23,2018,Young Koreans in Japan Meet Former Unconverted Long-term Prisoner,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-23-0008
rodong_sinmun_en_0100,"A delegation of Korean youth and students in Japan led by Choe In A, department director of the Central Standing Committee of the Korean Youth League in Japan, visited Mangyongdae, the birthplace of President Kim Il Sung. They went round the Mangyongdae Revolutionary Museum where historical data and relics associated with the revolutionary activities of the President and his family members are on display. At the old home of the President in Mangyongdae they looked back upon his revolutionary career. The delegation also visited the Korean Revolution Museum, the Youth Movement Museum, etc. Rodong News Team",2018-07-24,2018,Delegation of Korean Youth and Students in Japan Visits Mangyongdae,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-24-0008
rodong_sinmun_en_0101,"A Slovenian preparatory committee for celebrating the 70th founding anniversary of the DPRK was formed in Maribor City on July 15. Igor Jurisic, chairman of the Slovenia-Korea Friendship Association, was elected as chairman of the preparatory committee. The committee set the celebration period from July 20 to September 30 and decided to organize colorful political and cultural events praising exploits performed by President Kim Il Sung and leader Kim Jong Il for the foundation of the DPRK and its development. Rodong News Team",2018-07-25,2018,DPRK's Founding Anniversary to Be Marked in Slovenia,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-25-0002
rodong_sinmun_en_0102,"Ri U Hyon, a lawmaker from the “Liberal Korea Party” of south Korea, was sentenced to seven years in prison at the first court hearing on July 19 for taking bribes of more than 1 billion won, according to the south Korean News 1. The accused reportedly didn’t miss the chance of grabbing money by prodding his assistant, and forced him to make a false testimony when he was detained recently. Rodong News Team",2018-07-25,2018,Lawmaker from LKP of S. Korea to Serve Prison Term,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-25-0006
rodong_sinmun_en_0103,"The National Taekwon-Do All-Star Tournament for Jonsung Cup closed with due ceremony at the Taekwon-Do Hall on Friday. The ceremony was attended by Choe Hwi, vice-chairman of the Central Committee of the Workers' Party of Korea and chairman of the National Sports Guidance Committee, Kim Chun Sik, secretary general of the National Sports Guidance Committee, officials concerned, sports persons and working people. The Korean Taekwon-Do Committee Team (men) and the Pyongyang City Taekwon-Do Team (women) took the first place in the Taekwon-Do open-weight sparring event. The South Phyongan Provincial Taekwon-Do Team (men) and the Pyongyang City Taekwon-Do Team (women) came first in the team sparring. The first place in the body-weight individual sparring was taken by men players from the Jagang Provincial Taekwon-Do Team, the Korean Taekwon-Do Committee Team and Central Sports School and women players from the Pyongyang City Taekwon-Do Team, the Korean Taekwon-Do Committee Team and the Jagang Provincial Taekwon-Do Team. In the Paduk games, men and women players from the team of the Korean Taekwon-Do Committee placed first in individual events and players of the Pyongyang City Taekwon-Do Team in the mixed doubles. The Pyongyang City Taekwon-Do Team won in the men's doubles and the South Hamgyong Provincial Taekwon-Do Team in the women's doubles and the Pyongyang City Taekown-Do Team in the team event. Rodong News Team",2018-07-28,2018,National Taekwon-Do All-Star Tournament Closes,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-28-0004
rodong_sinmun_en_0104,"Kim Yong Nam, president of the Presidium of the Supreme People’s Assembly of the DPRK, Monday sent a message of greeting to Mohamed VI, king of Morocco, on the occasion of its national day. Kim in the message expressed the belief that the friendly relations between the two countries would be strengthened, wishing the king bigger success in his responsible work for the country’s development and prosperity. Rodong News Team",2018-07-31,2018,Greeting to King of Morocco,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-07-31-0006
rodong_sinmun_en_0105,"The National Committee for the Study of the Juche Idea of DR Congo posted on its website the full text of the respected Supreme Leader Kim Jong Un's work ""War Veterans Are Our Precious Revolutionary Forerunners Who Created the Indomitable Spirit of Defending the Country"" on July 25 to mark the 65th anniversary of the victory in the Fatherland Liberation War. The website carried his photo. Rodong News Team",2018-08-02,2018,Kim Jong Un's Work Posted on Website of DR Congo,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-08-02-0007
rodong_sinmun_en_0106,"DPRK Foreign Minister Ri Yong Ho, who attended the ministerial meeting of the ASEAN Regional Forum, respectively met and had talks with the foreign minister of China, Vietnam, Indonesia, Laos, Thailand, Philippines and New Zealand, the Cambodian minister of Foreign Affairs and International Cooperation and the high representative of the European Union for Foreign Affairs and Security Policy on August 3 and 4. Opinions on the issues of expanding and developing the bilateral relations and boosting cooperation were exchanged at the talk. The DPRK foreign minister also met the minister of International Cooperation of Myanmar and the minister of the State for External Affairs of India. Rodong News Team",2018-08-07,2018,DPRK Foreign Minister Meets Foreign Ministers of Various Countries,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-08-07-0009
rodong_sinmun_en_0107,"Now Japan loudly touts a rapid development in economy, culture, science and technology but the world sees Japan which is little different from that of yesterday when militarism was rampant. The wild ambition of the past Japanese militarists comes true with the desperate efforts of militarists of the modern version. Militarism is not a specter but actually exists in Japan. It is institutionalized in political, economic, military, cultural and all other fabrics of social life, and the idea poisons a lot of Japanese people. The retrogressive revision of the constitution is what remains to be done finally for the building of a militaristic state. The revision of the constitution will help Japan’s militarism rush into reinvasion. The “civilian”-veiled Abe group and other reactionary conservatives of Japan seek to revive “Empire of Japan” which boasted of its mightiness after occupying the Asian continent. Japanese militarism has grown to be forces of aggression threatening peace and security in the Asia-Pacific region. The world should keep the highest vigilance against the danger of Japanese militarism that will bring a catastrophic disaster to the region. Jang Chol",2018-08-08,2018,Danger of Japan’s Militarism,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-08-08-0008
rodong_sinmun_en_0108,"A Lebanese preparatory committee for marking the 70th birthday of the DPRK was formed on July 31. Zaher al Khatib, chairman of the Lebanese Committee for Supporting Korea's Reunification who is secretary general of the Lebanon Federation of Workers, was elected as chairman of the preparatory committee. The preparatory committee set a celebration period from Aug. 1 to Sept. 12 and decided to organize colorful political and cultural events praising the feats of President Kim Il Sung, leader Kim Jong Il and the respected Supreme Leader Kim Jong Un for the foundation and development of the DPRK in the period. Rodong News Team",2018-08-09,2018,DPRK Birthday to Be Marked in Lebanon,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-08-09-0007
rodong_sinmun_en_0109,"Books were published in Cyprus to highly praise the peerlessly great persons and show the real appearance of the socialist system of the DPRK to mark its 70th founding anniversary. Anders Kristensen, chairman of the Denmark-DPRK Friendship Association, wrote the book ""My understanding of the DPRK"". On its first page were a photo of President Kim Il Sung and leader Kim Jong Il standing together and a photo of the respected Supreme Leader Kim Jong Un. The author of the book composed of three chapters praised the President's rare ideological and theoretical wisdom, extraordinary leadership ability, noble human love, virtue and internationalist obligation and the feats of Kim Jong Il, who hewed out the cause of immortalizing the leader and successfully accomplished it with his pure loyalty and moral obligation, performed the exploits for the world history by leading the struggle for defending socialism to a victory with the treasured sword of Songun. And the author lauded Kim Jong Un for successfully turning the DPRK into a socialist paradise where the people enjoy happiness, stressing that Korea would be reunified and shine as a prosperous power under his guidance. Carried in the book ""Korea seen with eyes of a Western artiste"" written by Adamos Katsantonis, chairman of the Cyprus-DPRK Cultural Friendship Association, are photos of Kim Il Sung, Kim Jong Il and Kim Jong Un and photos of Kim Il Sung who had taken with the author and the participants in the April Spring Friendship Art Festival. The author is a musician who visited the DPRK more than ten times to take part in the art festival. He wrote the book with the facts he experienced in the DPRK. The book denied the distorted propaganda of the West and praised the genuine socialist system where a happy life of the people blooms under the care of the peerlessly great men. Rodong News Team",2018-08-11,2018,New Books Published in Cyprus,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2018-08-11-0008
